# This file contains the energy consumption and yields of your device "aroTHERM plus" with serial xxx exported at 2022-12-22.
# All values are given in Watt hours (Wh)
DateTime;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater
2022-03-09 00:00:00;0;0;0;0;0;0
2022-03-10 00:00:00;0;0;0;0;0;0
2022-03-11 00:00:00;0;0;0;0;0;0
2022-03-12 00:00:00;0;0;0;0;0;0
2022-03-13 00:00:00;0;0;0;0;0;0
2022-03-14 00:00:00;0;0;0;0;0;0
2022-03-15 00:00:00;0;0;0;0;0;0
2022-03-16 00:00:00;0;0;0;0;0;0
2022-03-17 00:00:00;0;0;0;0;0;0
2022-03-18 00:00:00;0;0;0;0;0;0
2022-03-19 00:00:00;0;0;0;0;0;0
2022-03-20 00:00:00;0;0;0;0;0;0
2022-03-21 00:00:00;0;0;0;0;0;0
2022-03-22 00:00:00;0;0;0;0;0;0
2022-03-23 00:00:00;0;0;0;0;0;0
2022-03-24 00:00:00;0;0;0;0;0;0
2022-03-25 00:00:00;0;0;0;0;0;0
2022-03-26 00:00:00;0;0;0;0;0;0
2022-03-27 00:00:00;0;0;0;0;0;0
2022-03-28 00:00:00;0;0;0;0;0;0
2022-03-29 00:00:00;0;0;0;0;0;0
2022-03-30 00:00:00;0;0;0;0;0;0
2022-03-31 00:00:00;0;0;0;0;0;0
2022-04-01 00:00:00;0;0;0;0;0;0
2022-04-02 00:00:00;0;0;0;0;0;0
2022-04-03 00:00:00;0;0;0;0;0;0
2022-04-04 00:00:00;0;0;0;0;0;0
2022-04-05 00:00:00;0;0;0;0;0;0
2022-04-06 00:00:00;0;0;0;0;0;0
2022-04-07 00:00:00;0;0;0;0;0;0
2022-04-08 00:00:00;0;0;0;0;0;0
2022-04-09 00:00:00;0;0;0;0;0;0
2022-04-10 00:00:00;0;0;0;0;0;0
2022-04-11 00:00:00;0;0;0;0;0;0
2022-04-12 00:00:00;0;0;0;0;0;0
2022-04-13 00:00:00;0;0;0;0;0;0
2022-04-14 00:00:00;0;0;0;0;0;0
2022-04-15 00:00:00;0;0;0;0;0;0
2022-04-16 00:00:00;0;0;0;0;0;0
2022-04-17 00:00:00;0;0;0;0;0;0
2022-04-18 00:00:00;0;0;0;0;0;0
2022-04-19 00:00:00;0;0;0;0;0;0
2022-04-20 00:00:00;0;0;0;0;0;0
2022-04-21 00:00:00;0;0;0;0;0;0
2022-04-22 00:00:00;0;0;0;0;0;0
2022-04-23 00:00:00;0;0;0;0;0;0
2022-04-24 00:00:00;0;0;0;0;0;0
2022-04-25 00:00:00;0;0;0;0;0;0
2022-04-26 00:00:00;0;0;0;0;0;0
2022-04-27 00:00:00;0;0;0;0;0;0
2022-04-28 00:00:00;0;0;0;0;0;0
2022-04-29 00:00:00;0;0;0;0;0;0
2022-04-30 00:00:00;0;0;0;0;0;0
2022-05-01 00:00:00;0;0;0;0;0;0
2022-05-02 00:00:00;0;0;0;0;0;0
2022-05-03 00:00:00;0;0;0;0;0;0
2022-05-04 00:00:00;0;0;0;0;0;0
2022-05-05 00:00:00;0;0;0;0;0;0
2022-05-06 00:00:00;0;0;0;0;0;0
2022-05-07 00:00:00;0;0;0;0;0;0
2022-05-08 00:00:00;0;0;0;0;0;0
2022-05-09 00:00:00;0;0;0;0;0;0
2022-05-10 00:00:00;0;0;0;0;0;0
2022-05-11 00:00:00;0;0;0;0;0;0
2022-05-12 00:00:00;0;0;0;0;0;0
2022-05-13 00:00:00;0;0;0;0;0;0
2022-05-14 00:00:00;0;0;0;0;0;0
2022-05-15 00:00:00;0;0;0;0;0;0
2022-05-16 00:00:00;0;0;0;0;0;0
2022-05-17 00:00:00;0;0;0;0;0;0
2022-05-18 00:00:00;0;0;0;0;0;0
2022-05-19 00:00:00;0;0;0;0;0;0
2022-05-20 00:00:00;0;0;0;0;0;0
2022-05-21 00:00:00;0;0;0;0;0;0
2022-05-22 00:00:00;0;0;0;0;0;0
2022-05-23 00:00:00;0;0;0;0;0;0
2022-05-24 00:00:00;0;0;0;0;0;0
2022-05-25 00:00:00;0;0;0;0;0;0
2022-05-26 00:00:00;0;0;0;0;0;0
2022-05-27 00:00:00;0;0;0;0;0;0
2022-05-28 00:00:00;0;0;0;0;0;0
2022-05-29 00:00:00;0;0;0;0;0;0
2022-05-30 00:00:00;0;0;0;0;0;0
2022-05-31 00:00:00;0;0;0;0;0;0
2022-06-01 00:00:00;0;0;0;0;0;0
2022-06-02 00:00:00;0;0;0;0;0;0
2022-06-03 00:00:00;0;0;0;0;0;0
2022-06-04 00:00:00;0;0;0;0;0;0
2022-06-05 00:00:00;0;0;0;0;0;0
2022-06-06 00:00:00;0;0;0;0;0;0
2022-06-07 00:00:00;0;0;0;0;0;0
2022-06-08 00:00:00;0;0;0;0;0;0
2022-06-09 00:00:00;0;0;0;0;0;0
2022-06-10 00:00:00;0;0;0;0;0;0
2022-06-11 00:00:00;0;0;0;0;0;0
2022-06-12 00:00:00;0;0;0;0;0;0
2022-06-13 00:00:00;0;0;0;0;0;0
2022-06-14 00:00:00;0;0;0;0;0;0
2022-06-15 00:00:00;0;0;0;0;0;0
2022-06-16 00:00:00;0;0;0;0;0;0
2022-06-17 00:00:00;0;0;0;0;0;0
2022-06-18 00:00:00;0;0;0;0;0;0
2022-06-19 00:00:00;0;0;0;0;0;0
2022-06-20 00:00:00;0;0;0;0;0;0
2022-06-21 00:00:00;0;0;0;0;0;0
2022-06-22 00:00:00;0;0;0;0;0;0
2022-06-23 00:00:00;0;0;0;0;0;0
2022-06-24 00:00:00;0;0;0;0;0;0
2022-06-25 00:00:00;0;0;0;0;0;0
2022-06-26 00:00:00;0;0;0;0;0;0
2022-06-27 00:00:00;0;0;0;0;0;0
2022-06-28 00:00:00;0;0;0;0;0;0
2022-06-29 00:00:00;0;0;0;0;0;0
2022-06-30 00:00:00;0;0;0;0;0;0
2022-07-01 00:00:00;0;0;0;0;0;0
2022-07-02 00:00:00;0;0;0;0;0;0
2022-07-03 00:00:00;0;0;0;0;0;0
2022-07-04 00:00:00;0;0;0;0;0;0
2022-07-05 00:00:00;0;0;0;0;0;0
2022-07-06 00:00:00;0;0;0;0;0;0
2022-07-07 00:00:00;0;0;0;0;0;0
2022-07-08 00:00:00;0;0;0;0;0;0
2022-07-09 00:00:00;0;0;0;0;0;0
2022-07-10 00:00:00;0;0;0;0;0;0
2022-07-11 00:00:00;0;0;0;0;0;0
2022-07-12 00:00:00;0;0;0;0;0;0
2022-07-13 00:00:00;0;0;0;0;0;0
2022-07-14 00:00:00;0;0;0;0;0;0
2022-07-15 00:00:00;0;0;0;0;0;0
2022-07-16 00:00:00;0;0;0;0;0;0
2022-07-17 00:00:00;0;0;0;0;0;0
2022-07-18 00:00:00;0;0;0;0;0;0
2022-07-19 00:00:00;0;0;0;0;0;0
2022-07-20 00:00:00;0;0;0;0;0;0
2022-07-21 00:00:00;0;0;0;0;0;0
2022-07-22 00:00:00;0;0;0;0;0;0
2022-07-23 00:00:00;0;0;0;0;0;0
2022-07-24 00:00:00;0;0;0;0;0;0
2022-07-25 00:00:00;0;0;0;0;0;0
2022-07-26 00:00:00;0;0;0;0;0;0
2022-07-27 00:00:00;0;0;0;0;0;0
2022-07-28 00:00:00;0;0;0;0;0;0
2022-07-29 00:00:00;0;0;0;0;0;0
2022-07-30 00:00:00;0;0;0;0;0;0
2022-07-31 00:00:00;0;0;0;0;0;0
2022-08-01 00:00:00;0;0;0;0;0;0
2022-08-02 00:00:00;0;0;0;0;0;0
2022-08-03 00:00:00;0;0;0;0;0;0
2022-08-04 00:00:00;0;0;0;0;0;0
2022-08-05 00:00:00;0;0;0;0;0;0
2022-08-06 00:00:00;0;0;0;0;0;0
2022-08-07 00:00:00;0;0;0;0;0;0
2022-08-08 00:00:00;0;0;0;0;0;0
2022-08-09 00:00:00;0;0;0;0;0;0
2022-08-10 00:00:00;0;0;0;0;0;0
2022-08-11 00:00:00;0;0;0;0;0;0
2022-08-12 00:00:00;0;0;0;0;0;0
2022-08-13 00:00:00;0;0;0;0;0;0
2022-08-14 00:00:00;0;0;0;0;0;0
2022-08-15 00:00:00;0;0;0;0;0;0
2022-08-16 00:00:00;0;0;0;0;0;0
2022-08-17 00:00:00;0;0;0;0;0;0
2022-08-18 00:00:00;0;0;0;0;0;0
2022-08-19 00:00:00;0;0;0;0;0;0
2022-08-20 00:00:00;0;0;0;0;0;0
2022-08-21 00:00:00;0;0;0;0;0;0
2022-08-22 00:00:00;0;0;0;0;0;0
2022-08-23 00:00:00;0;0;0;0;0;0
2022-08-24 00:00:00;0;0;0;0;0;0
2022-08-25 00:00:00;0;0;0;0;0;0
2022-08-26 00:00:00;0;0;0;0;0;0
2022-08-27 00:00:00;0;0;0;0;0;0
2022-08-28 00:00:00;0;0;0;0;0;0
2022-08-29 00:00:00;0;0;0;0;0;0
2022-08-30 00:00:00;0;0;0;0;0;0
2022-08-31 00:00:00;0;0;0;0;0;0
2022-09-01 00:00:00;0;0;0;0;0;0
2022-09-02 00:00:00;0;0;0;0;0;0
2022-09-03 00:00:00;0;0;0;0;0;0
2022-09-04 00:00:00;0;0;0;0;0;0
2022-09-05 00:00:00;0;0;0;0;0;0
2022-09-06 00:00:00;0;0;0;0;0;0
2022-09-07 00:00:00;0;0;0;0;0;0
2022-09-08 00:00:00;0;0;0;0;0;0
2022-09-09 00:00:00;0;0;0;0;0;0
2022-09-10 00:00:00;0;0;0;0;0;0
2022-09-11 00:00:00;0;0;0;0;0;0
2022-09-12 00:00:00;0;0;0;0;0;0
2022-09-13 00:00:00;0;0;0;0;0;0
2022-09-14 00:00:00;0;0;0;0;0;0
2022-09-15 00:00:00;0;0;0;0;0;0
2022-09-16 00:00:00;0;0;0;0;0;0
2022-09-17 00:00:00;0;0;0;0;0;0
2022-09-18 00:00:00;0;0;0;0;0;0
2022-09-19 00:00:00;0;0;0;0;0;0
2022-09-20 00:00:00;0;0;0;0;0;0
2022-09-21 00:00:00;0;0;0;0;0;0
2022-09-22 00:00:00;0;0;0;0;0;0
2022-09-23 00:00:00;0;0;0;0;0;0
2022-09-24 00:00:00;0;0;0;0;0;0
2022-09-25 00:00:00;0;0;0;0;0;0
2022-09-26 00:00:00;0;0;0;0;0;0
2022-09-27 00:00:00;0;0;0;0;0;0
2022-09-28 00:00:00;0;0;0;0;0;0
2022-09-29 00:00:00;0;0;0;0;0;0
2022-09-30 00:00:00;0;0;0;0;0;0
2022-10-01 00:00:00;0;0;0;0;0;0
2022-10-02 00:00:00;0;0;0;0;0;0
2022-10-03 00:00:00;0;0;0;0;0;0
2022-10-04 00:00:00;0;0;0;0;0;0
2022-10-05 00:00:00;0;0;0;0;0;0
2022-10-06 00:00:00;0;0;0;0;0;0
2022-10-07 00:00:00;0;0;0;0;0;0
2022-10-08 00:00:00;0;0;0;0;0;0
2022-10-09 00:00:00;0;0;0;0;0;0
2022-10-10 00:00:00;0;0;0;0;0;0
2022-10-11 00:00:00;0;0;0;0;0;0
2022-10-12 00:00:00;0;0;0;0;0;0
2022-10-13 00:00:00;0;0;0;0;0;0
2022-10-14 00:00:00;0;0;0;0;0;0
2022-10-15 00:00:00;0;0;0;0;0;0
2022-10-16 00:00:00;0;0;0;0;0;0
2022-10-17 00:00:00;0;0;0;0;0;0
2022-10-18 00:00:00;0;0;0;0;0;0
2022-10-19 00:00:00;0;0;0;0;0;0
2022-10-20 00:00:00;725;0;4450;0;3725;0
2022-10-21 00:00:00;2001;3000;11002;15000;9001;12000
2022-10-22 00:00:00;1273;2000;10547;7000;9273;5000
2022-10-23 00:00:00;1000;2000;6000;7000;5000;5000
2022-10-24 00:00:00;2000;0;9000;2000;7000;2000
2022-10-25 00:00:00;2000;4000;13000;19000;11000;15000
2022-10-26 00:00:00;3000;1000;21000;4000;18000;3000
2022-10-27 00:00:00;2953;2430;15676;9246;12723;6815
2022-10-28 00:00:00;1554;2332;10883;8551;9328;6219
2022-10-29 00:00:00;1491;2237;10439;8202;8948;5965
2022-10-30 00:00:00;1000;1000;8000;6000;7000;5000
2022-10-31 00:00:00;3000;1000;20000;3000;17000;2000
2022-11-01 00:00:00;3000;1000;17000;4000;14000;3000
2022-11-02 00:00:00;3000;1000;18000;4000;15000;3000
2022-11-03 00:00:00;3000;3000;19000;11000;16000;8000
2022-11-04 00:00:00;4000;1000;26000;5000;22000;4000
2022-11-05 00:00:00;6000;4000;35966;13000;29966;9000
2022-11-06 00:00:00;7000;3000;35022;9000;28022;6000
2022-11-07 00:00:00;5000;2000;27000;7000;22000;5000
2022-11-08 00:00:00;3988;1000;22987;6000;18998;5000
2022-11-09 00:00:00;3011;2000;21023;5000;18011;3000
2022-11-10 00:00:00;3000;2000;18000;9000;15000;7000
2022-11-11 00:00:00;3000;2000;22000;6000;19000;4000
2022-11-12 00:00:00;7000;4000;34989;13000;27989;9000
2022-11-13 00:00:00;6000;1000;35989;3000;29989;2000
2022-11-14 00:00:00;7989;1000;41977;6000;33988;5000
2022-11-15 00:00:00;8010;1000;44021;4000;36010;3000
2022-11-16 00:00:00;7989;2000;40989;5000;33000;3000
2022-11-17 00:00:00;7010;1000;36032;3000;29021;2000
2022-11-18 00:00:00;16978;3000;67915;10000;50936;7000
2022-11-19 00:00:00;19162;3000;72647;10000;53485;7000
2022-11-20 00:00:00;19535;2000;80142;5000;60606;3000
2022-11-21 00:00:00;19510;4000;78040;10000;58530;6000
2022-11-22 00:00:00;17082;2000;72062;7000;54979;5000
2022-11-23 00:00:00;13730;3000;65268;7000;51538;4000
2022-11-24 00:00:00;15289;1000;71790;4000;56501;3000
2022-11-25 00:00:00;12710;2000;62898;6000;50187;4000
2022-11-26 00:00:00;8828;2000;51718;6000;42890;4000
2022-11-27 00:00:00;11171;6000;56805;16000;45633;10000
2022-11-28 00:00:00;11966;1704;59542;4409;47576;2704
2022-11-29 00:00:00;12095;1161;60477;4920;48382;3759
2022-11-30 00:00:00;12915;2134;61599;5670;48683;3536
2022-12-01 00:00:00;15598;2000;67394;6000;51796;4000
2022-12-02 00:00:00;15842;4000;68952;9000;53109;5000
2022-12-03 00:00:00;17581;3000;69154;10000;51573;7000
2022-12-04 00:00:00;15000;5000;65798;13000;50798;8000
2022-12-05 00:00:00;14000;3000;66280;8000;52280;5000
2022-12-06 00:00:00;14000;2000;68846;5000;54846;3000
2022-12-07 00:00:00;16481;3000;72110;9000;55628;6000
2022-12-08 00:00:00;16518;2000;71009;6000;54491;4000
2022-12-09 00:00:00;20484;2000;77997;5000;57513;3000
2022-12-10 00:00:00;19859;3000;76922;8000;57063;5000
2022-12-11 00:00:00;21624;5000;80499;12000;58874;7000
2022-12-12 00:00:00;20542;3000;78911;9000;58369;6000
2022-12-13 00:00:00;23299;2000;86453;5000;63154;3000
2022-12-14 00:00:00;32778;3000;99730;6000;66952;3000
2022-12-15 00:00:00;34838;3000;99597;8000;64758;5000
2022-12-16 00:00:00;32513;1000;99194;3000;66681;2000
2022-12-17 00:00:00;24005;4000;82020;8000;58015;4000
2022-12-18 00:00:00;28529;5000;93119;13000;64589;8000
2022-12-19 00:00:00;19878;2000;78516;6000;58638;4000
2022-12-20 00:00:00;10645;5000;58633;13000;47987;8000
2022-12-21 00:00:00;10000;2000;56246;7000;46246;5000
2022-12-22 00:00:00;4000;0;24700;0;20700;0
